Name,ProjectedFP,flag,IDfg,flag_value
Chase Dollander,85.04008146666666,Low projected PA/IP (injury/role concern),—,98.0
Daniel Palencia,84.3595202576,Low projected PA/IP (injury/role concern),—,52.2
Bryan Baker,83.99285879111112,Low projected PA/IP (injury/role concern),—,68.2
Luis Urias,83.85755048820702,Low projected PA/IP (injury/role concern),—,218.794
Kristian Campbell,83.74814387100267,Low projected PA/IP (injury/role concern),—,120.374
Orion Kerkering,83.53572266666667,Low projected PA/IP (injury/role concern),—,60.0
Ben Williamson,83.349919386752,Low projected PA/IP (injury/role concern),—,118.027
Steven Matz,82.60871159200002,Low projected PA/IP (injury/role concern),—,76.2
Daniel Schneemann,82.59046405068881,Low projected PA/IP (injury/role concern),—,99.6318
Jonah Heim,82.43697228047294,Low projected PA/IP (injury/role concern),—,173.769
Brendon Little,82.31019225173331,Low projected PA/IP (injury/role concern),—,68.1
Jakob Junis,82.28347469800002,Low projected PA/IP (injury/role concern),—,66.2
Lucas Erceg,81.91744038376889,Low projected PA/IP (injury/role concern),—,61.1
Jose Butto,81.65066666666668,Low projected PA/IP (injury/role concern),—,67.0
Hayden Birdsong,80.92778069048889,Low projected PA/IP (injury/role concern),—,65.2
Eric Wagaman,80.77982232061751,Low projected PA/IP (injury/role concern),—,62.1525
Coby Mayo,80.30637570408051,Low projected PA/IP (injury/role concern),—,98.5989
Jose A. Ferrer,80.2675232775,Low projected PA/IP (injury/role concern),—,76.1
Seranthony Dominguez,80.07120710622222,Low projected PA/IP (injury/role concern),—,62.2
Abraham Toro,79.94720114685629,Low projected PA/IP (injury/role concern),—,31.6516
Greg Weissert,79.739510784,Low projected PA/IP (injury/role concern),—,67.0
Tanner Banks,79.62742543379554,Low projected PA/IP (injury/role concern),—,67.1
Steven Okert,79.62582536568003,Low projected PA/IP (injury/role concern),—,71.2
Dylan Carlson,79.28194803434829,Low projected PA/IP (injury/role concern),—,109.559
Jack Kochanowicz,79.27386909866667,Low projected PA/IP (injury/role concern),—,111.0
Miguel Rojas,78.97728087424615,Age 37 — heightened decline risk,,37.1
Miguel Rojas,78.97728087424615,Low projected PA/IP (injury/role concern),—,200.843
Ronel Blanco,77.99231872718002,Low projected PA/IP (injury/role concern),—,48.1
Ryan Yarbrough,77.84155235555558,Low projected PA/IP (injury/role concern),—,64.0
Zebby Matthews,77.38618902559998,Low projected PA/IP (injury/role concern),—,79.1
Valente Bellozo,77.36550597448885,Low projected PA/IP (injury/role concern),—,81.1
Tim Tawa,76.851793644828,Low projected PA/IP (injury/role concern),—,93.5426
Scott Barlow,76.74795792186666,Low projected PA/IP (injury/role concern),—,68.1
Alexander Canario,76.54800845340446,Low projected PA/IP (injury/role concern),—,14.7145
Dylan Moore,75.91680718388514,Low projected PA/IP (injury/role concern),—,47.5805
Jordan Hicks,75.74119764444444,Low projected PA/IP (injury/role concern),—,67.1
Tyler Phillips,75.71159566577778,Low projected PA/IP (injury/role concern),—,77.2
Bowden Francis,75.61985411413336,Low projected PA/IP (injury/role concern),—,64.0
Brant Hurter,75.25546515199999,Low projected PA/IP (injury/role concern),—,63.0
Robert Garcia,75.18187303822224,Low projected PA/IP (injury/role concern),—,64.0
Jackson Rutledge,75.17877633605553,Low projected PA/IP (injury/role concern),—,73.1
Louie Varland,75.12020424844445,Low projected PA/IP (injury/role concern),—,72.2
JoJo Romero,74.50093028871112,Low projected PA/IP (injury/role concern),—,61.0
Osvaldo Bido,74.31553140000001,Low projected PA/IP (injury/role concern),—,79.2
Trey Sweeney,73.96097796705467,Low projected PA/IP (injury/role concern),—,77.2283
Martin Perez,73.11748509333333,Low projected PA/IP (injury/role concern),—,56.0
Martin Perez,73.11748509333333,Age 35 — heightened decline risk,,35.0
Trevor Megill,72.64391552643335,Low projected PA/IP (injury/role concern),—,47.0
Graham Ashcraft,72.46940032182664,Low projected PA/IP (injury/role concern),—,65.1
Yuki Matsui,72.37581711360002,Low projected PA/IP (injury/role concern),—,63.1
Hoby Milner,72.03295353857776,Age 35 — heightened decline risk,,35.2
Hoby Milner,72.03295353857776,Low projected PA/IP (injury/role concern),—,70.1
Jordan Leasure,72.00178220666665,Low projected PA/IP (injury/role concern),—,64.1
Jacob Webb,71.42574582,Low projected PA/IP (injury/role concern),—,66.0
Reed Garrett,71.33909771333335,Low projected PA/IP (injury/role concern),—,55.1
Ryan Zeferjahn,71.25230735999999,Low projected PA/IP (injury/role concern),—,57.0
Enyel De Los Santos,71.20830801333334,Low projected PA/IP (injury/role concern),—,66.0
Hogan Harris,71.16231373533334,Low projected PA/IP (injury/role concern),—,64.2
Anthony Banda,70.52385022222222,Low projected PA/IP (injury/role concern),—,65.0
Felix Bautista,70.40942966400002,Low projected PA/IP (injury/role concern),—,34.2
Pierce Johnson,70.12385181670001,Low projected PA/IP (injury/role concern),—,59.0
Matt Brash,70.09459420426667,Low projected PA/IP (injury/role concern),—,47.1
Wandy Peralta,69.99296129187556,Low projected PA/IP (injury/role concern),—,71.2
Caleb Ferguson,69.21856162666666,Low projected PA/IP (injury/role concern),—,65.1
Brad Keller,69.10808694533334,Low projected PA/IP (injury/role concern),—,69.2
Andrew Kittredge,68.46318577777778,Low projected PA/IP (injury/role concern),—,53.0
Andrew Kittredge,68.46318577777778,Age 36 — heightened decline risk,,36.0
Tobias Myers,68.39876075626667,Low projected PA/IP (injury/role concern),—,50.2
Kolby Allard,68.28171436666666,Low projected PA/IP (injury/role concern),—,65.0
Ian Seymour,67.99250776,Low projected PA/IP (injury/role concern),—,57.0
Enrique Hernandez,67.83565566248905,Low projected PA/IP (injury/role concern),—,90.8282
Yennier Cano,66.80465179733335,Low projected PA/IP (injury/role concern),—,58.0
Kameron Misner,66.28413730364326,Low projected PA/IP (injury/role concern),—,53.8246
Braydon Fisher,66.12347733333333,Low projected PA/IP (injury/role concern),—,50.0
Justin Topa,66.04783466666666,Age 35 — heightened decline risk,,35.1
Justin Topa,66.04783466666666,Low projected PA/IP (injury/role concern),—,60.0
Huascar Brazoban,65.65708695000001,Age 36 — heightened decline risk,,36.5
Huascar Brazoban,65.65708695000001,Low projected PA/IP (injury/role concern),—,63.0
John Schreiber,65.6414894648889,Low projected PA/IP (injury/role concern),—,64.0
Santiago Espinal,65.15952844397509,Low projected PA/IP (injury/role concern),—,65.8667
Hurston Waldrep,64.7702346918,Low projected PA/IP (injury/role concern),—,56.1
Orlando Arcia,64.28854377063895,Low projected PA/IP (injury/role concern),—,180.841
Bennett Sousa,63.48784763200001,Low projected PA/IP (injury/role concern),—,50.2
Randy Rodriguez,63.26994777173334,Low projected PA/IP (injury/role concern),—,50.2
Grant Anderson,63.09059342222222,Low projected PA/IP (injury/role concern),—,69.2
Justin Wrobleski,62.730213795555564,Low projected PA/IP (injury/role concern),—,66.2
Johan Oviedo,62.242966576911115,Low projected PA/IP (injury/role concern),—,40.1
Daniel Lynch IV,62.22487791146669,Low projected PA/IP (injury/role concern),—,67.2
Yoendrys Gomez,62.08338882222222,Low projected PA/IP (injury/role concern),—,62.2
Gregory Soto,61.86603896744444,Low projected PA/IP (injury/role concern),—,60.1
Drew Waters,61.63522650793682,Low projected PA/IP (injury/role concern),—,32.8664
Kirby Yates,61.539054203333336,Age 39 — heightened decline risk,,39.0
Kirby Yates,61.539054203333336,Low projected PA/IP (injury/role concern),—,41.1
Max Meyer,61.452455597866674,Low projected PA/IP (injury/role concern),—,64.2
Fernando Cruz,61.0011136,Low projected PA/IP (injury/role concern),—,48.0
Fernando Cruz,61.0011136,Age 36 — heightened decline risk,,36.0
Tommy Kahnle,60.22878691199999,Low projected PA/IP (injury/role concern),—,63.0
Tommy Kahnle,60.22878691199999,Age 37 — heightened decline risk,,36.6
Nolan McLean,60.1108816,Low projected PA/IP (injury/role concern),—,48.0
Juan Mejia,60.0849506558889,Low projected PA/IP (injury/role concern),—,61.1
Matt Festa,59.84772307053334,Low projected PA/IP (injury/role concern),—,54.2
Tyler Ferguson,59.78817351111112,Low projected PA/IP (injury/role concern),—,58.0
Tristan Beck,59.5702896216889,Low projected PA/IP (injury/role concern),—,56.2
Brenan Hanifee,58.986699200000004,Low projected PA/IP (injury/role concern),—,60.0
Angel Zerpa,58.9370017,Low projected PA/IP (injury/role concern),—,64.2
Ryne Stanek,58.76925145466668,Low projected PA/IP (injury/role concern),—,56.0
Mason Fluharty,58.59790984320001,Low projected PA/IP (injury/role concern),—,52.2
Cade Gibson,58.55923272159999,Low projected PA/IP (injury/role concern),—,54.2
Tanner Houck,57.79338799104,Low projected PA/IP (injury/role concern),—,43.2
Ben Lively,57.668670816640024,Low projected PA/IP (injury/role concern),—,44.2
Brent Suter,56.864767094613335,Low projected PA/IP (injury/role concern),—,67.2
Brent Suter,56.864767094613335,Age 37 — heightened decline risk,,36.6
Brock Burke,56.755610271360005,Low projected PA/IP (injury/role concern),—,61.2
Jalen Beeks,56.411980067647775,Low projected PA/IP (injury/role concern),—,57.1
Anthony Bender,55.85438044444444,Low projected PA/IP (injury/role concern),—,50.0
Hunter Dobbins,55.70496576,Low projected PA/IP (injury/role concern),—,61.0
Riley O'Brien,55.69301061333332,Low projected PA/IP (injury/role concern),—,48.0
Brandon Walter,55.2950283424,Low projected PA/IP (injury/role concern),—,53.2
Kumar Rocker,54.90092787788886,Low projected PA/IP (injury/role concern),—,64.1
Jordan Romano,54.58166166631111,Low projected PA/IP (injury/role concern),—,42.2
Nick Mears,54.383529826666674,Low projected PA/IP (injury/role concern),—,56.2
Mike Tauchman,54.25949747030554,Low projected PA/IP (injury/role concern),—,146.362
Mike Tauchman,54.25949747030554,Age 35 — heightened decline risk,,35.3
Victor Vodnik,53.67402406666667,Low projected PA/IP (injury/role concern),—,50.2
Drew Pomeranz,52.74069015786668,Age 37 — heightened decline risk,,37.4
Drew Pomeranz,52.74069015786668,Low projected PA/IP (injury/role concern),—,49.2
Caleb Thielbar,52.72019789617777,Low projected PA/IP (injury/role concern),—,58.0
Caleb Thielbar,52.72019789617777,Age 39 — heightened decline risk,,39.2
Tyler Gilbert,52.690094099999996,Low projected PA/IP (injury/role concern),—,51.0
Taylor Clarke,52.44652812935556,Low projected PA/IP (injury/role concern),—,55.1
Shane Bieber,52.29752404124446,Low projected PA/IP (injury/role concern),—,40.1
Shelby Miller,52.18103022222221,Age 36 — heightened decline risk,,35.5
Shelby Miller,52.18103022222221,Low projected PA/IP (injury/role concern),—,46.0
Aaron Bummer,51.84076181900001,Low projected PA/IP (injury/role concern),—,54.1
Mark Leiter Jr.,51.618242807444446,Age 35 — heightened decline risk,,35.1
Mark Leiter Jr.,51.618242807444446,Low projected PA/IP (injury/role concern),—,48.1
David Festa,51.12895632,Low projected PA/IP (injury/role concern),—,53.1
Tim Hill,50.74750157666668,Age 36 — heightened decline risk,,36.1
Tim Hill,50.74750157666668,Low projected PA/IP (injury/role concern),—,67.0
Taylor Rogers,49.625815300444465,Low projected PA/IP (injury/role concern),—,50.2
Taylor Rogers,49.625815300444465,Age 35 — heightened decline risk,,35.3
Travis d'Arnaud,49.1439077496083,Age 37 — heightened decline risk,,37.1
Travis d'Arnaud,49.1439077496083,Low projected PA/IP (injury/role concern),—,106.67
Cole Henry,49.047804098400015,Low projected PA/IP (injury/role concern),—,52.2
Austin Gomber,48.85908722933335,Low projected PA/IP (injury/role concern),—,57.2
Isaac Mattson,47.99050600382223,Low projected PA/IP (injury/role concern),—,47.2
Luis Garcia,47.91711306311111,Age 39 — heightened decline risk,,39.2
Luis Garcia,47.91711306311111,Low projected PA/IP (injury/role concern),—,55.1
Javier Assad,47.776716233711106,Low projected PA/IP (injury/role concern),—,37.0
Nacho Alvarez Jr.,46.93562536995768,Low projected PA/IP (injury/role concern),—,32.1742
David Morgan,46.891489514133326,Low projected PA/IP (injury/role concern),—,47.1
Marcus Stroman,46.81898259999999,Low projected PA/IP (injury/role concern),—,39.0
Luis Morales,46.20811679111112,Low projected PA/IP (injury/role concern),—,48.2
Frankie Montas,45.82344666666666,Low projected PA/IP (injury/role concern),—,38.2
Nestor Cortes,45.80128807222222,Low projected PA/IP (injury/role concern),—,34.1
Jorge Alcala,45.788238222222226,Low projected PA/IP (injury/role concern),—,55.0
Mitch Garver,45.73231862572723,Low projected PA/IP (injury/role concern),—,92.6367
Mitch Garver,45.73231862572723,Age 35 — heightened decline risk,,35.2
Casey Legumina,45.56422618453334,Low projected PA/IP (injury/role concern),—,49.2
Jake Bird,45.434261942333336,Low projected PA/IP (injury/role concern),—,55.1
Michael Toglia,45.36543983678012,Low projected PA/IP (injury/role concern),—,1.0
Christian Vazquez,44.31810715062534,Low projected PA/IP (injury/role concern),—,215.058
Christian Vazquez,44.31810715062534,Age 36 — heightened decline risk,,35.6
Steven Wilson,44.28675386053333,Low projected PA/IP (injury/role concern),—,55.1
Rafael Montero,44.235987305555554,Low projected PA/IP (injury/role concern),—,60.1
Rafael Montero,44.235987305555554,Age 36 — heightened decline risk,,35.5
Spencer Arrighetti,44.2211789448,Low projected PA/IP (injury/role concern),—,35.1
Chris Flexen,43.99111585344,Low projected PA/IP (injury/role concern),—,43.2
Brennan Bernardino,43.798467269973344,Low projected PA/IP (injury/role concern),—,51.2
Luke Jackson,43.391464246666665,Low projected PA/IP (injury/role concern),—,51.0
Tim Herrin,43.367547400000014,Low projected PA/IP (injury/role concern),—,42.2
Bryse Wilson,43.08553119500001,Low projected PA/IP (injury/role concern),—,47.1
Kyle Bradish,42.98553672,Low projected PA/IP (injury/role concern),—,32.0
Jose Urena,42.965414800000005,Low projected PA/IP (injury/role concern),—,55.0
Troy Melton,42.03820369084445,Low projected PA/IP (injury/role concern),—,45.2
Dietrich Enns,41.77443264611111,Low projected PA/IP (injury/role concern),—,46.1
Danny Coulombe,41.72204764444445,Age 36 — heightened decline risk,,36.4
Danny Coulombe,41.72204764444445,Low projected PA/IP (injury/role concern),—,43.0
Paul DeJong,41.702813664994714,Low projected PA/IP (injury/role concern),—,61.107
Joe Boyle,41.195748394666666,Low projected PA/IP (injury/role concern),—,52.0
Josh Rojas,41.1420268026142,Low projected PA/IP (injury/role concern),—,59.4598
Brandon Young,41.125735317333344,Low projected PA/IP (injury/role concern),—,57.2
Lance McCullers Jr.,40.899617393250004,Low projected PA/IP (injury/role concern),—,55.1
Connor Brogdon,40.49725379555556,Low projected PA/IP (injury/role concern),—,47.0
Mason Montgomery,40.493419733333326,Low projected PA/IP (injury/role concern),—,46.0
Ty France,40.365794216697175,Low projected PA/IP (injury/role concern),—,70.6099
Jackson Jobe,40.276607746666656,Low projected PA/IP (injury/role concern),—,49.0
Steven Cruz,39.964330460622236,Low projected PA/IP (injury/role concern),—,45.2
Chad Green,39.78524359680001,Low projected PA/IP (injury/role concern),—,43.2
Joe Ross,39.67088085333333,Low projected PA/IP (injury/role concern),—,51.0
Anthony Santander,39.666734994716364,Low projected PA/IP (injury/role concern),—,47.5295
Ryan Pressly,39.55994704298,Low projected PA/IP (injury/role concern),—,41.1
Ryan Pressly,39.55994704298,Age 37 — heightened decline risk,,37.3
Cade Cavalli,39.35870450524445,Low projected PA/IP (injury/role concern),—,48.2
Jonathan Bowlan,38.98567792735,Low projected PA/IP (injury/role concern),—,44.1
Landon Knack,38.72058996444444,Low projected PA/IP (injury/role concern),—,42.1
Chase Shugart,38.4951067,Low projected PA/IP (injury/role concern),—,45.0
Chase Burns,38.32633583173333,Low projected PA/IP (injury/role concern),—,43.1
Kaleb Ort,38.27991705999999,Low projected PA/IP (injury/role concern),—,46.0
LaMonte Wade Jr.,37.937107061157356,Low projected PA/IP (injury/role concern),—,50.3571
Tanner Gordon,37.62267510444444,Low projected PA/IP (injury/role concern),—,75.1
Justin Wilson,37.574870361600006,Age 39 — heightened decline risk,,38.6
Justin Wilson,37.574870361600006,Low projected PA/IP (injury/role concern),—,48.1
Kevin Kelly,37.563427638613334,Low projected PA/IP (injury/role concern),—,39.2
Elvis Alvarado,37.36957757555555,Low projected PA/IP (injury/role concern),—,42.1
AJ Smith-Shawver,37.325592126900005,Low projected PA/IP (injury/role concern),—,44.1
Kyle Harrison,37.18538958933333,Low projected PA/IP (injury/role concern),—,35.2
Grant Taylor,37.14512721733334,Low projected PA/IP (injury/role concern),—,36.2
Ryan Weathers,36.870066616166675,Low projected PA/IP (injury/role concern),—,38.1
Lou Trivino,36.51667595555557,Low projected PA/IP (injury/role concern),—,47.2
Eric Orze,35.9948615456,Low projected PA/IP (injury/role concern),—,41.2
Trent Thornton,35.96304651333333,Low projected PA/IP (injury/role concern),—,42.1
Chris Martin,35.189566976444446,Low projected PA/IP (injury/role concern),—,42.1
Chris Martin,35.189566976444446,Age 40 — heightened decline risk,,39.8
Riley Adams,34.11410599629984,Low projected PA/IP (injury/role concern),—,1.0
Tony Gonsolin,33.98568,Low projected PA/IP (injury/role concern),—,36.0
Kyle Farmer,33.91248815670633,Age 36 — heightened decline risk,,35.6
Kyle Farmer,33.91248815670633,Low projected PA/IP (injury/role concern),—,33.1715
Cole Winn,33.70634862044445,Low projected PA/IP (injury/role concern),—,41.2
Cristian Javier,33.377653232,Low projected PA/IP (injury/role concern),—,37.0
Parker Messick,33.13369055360001,Low projected PA/IP (injury/role concern),—,39.2
Jackson Perkins,32.54212839111112,Low projected PA/IP (injury/role concern),—,38.2
Richard Fitts,32.4691968,Low projected PA/IP (injury/role concern),—,45.0
Kyle Hart,32.05665250666667,Low projected PA/IP (injury/role concern),—,43.0
Ryan Thompson,32.04733096151333,Low projected PA/IP (injury/role concern),—,41.1
Brock Stewart,31.81877406666668,Low projected PA/IP (injury/role concern),—,37.2
Anthony DeSclafani,31.787062097777785,Age 36 — heightened decline risk,,36.0
Anthony DeSclafani,31.787062097777785,Low projected PA/IP (injury/role concern),—,38.2
Paul Blackburn,31.480185143333337,Low projected PA/IP (injury/role concern),—,39.0
Mason Englert,31.44705579946668,Low projected PA/IP (injury/role concern),—,44.2
Adam Frazier,31.143259016966507,Low projected PA/IP (injury/role concern),—,1.0
Chase Lee,30.90320890548889,Low projected PA/IP (injury/role concern),—,37.1
Ian Hamilton,30.716915911111116,Low projected PA/IP (injury/role concern),—,40.0
Gordon Graceffo,30.625658564444446,Low projected PA/IP (injury/role concern),—,43.0
Carlos Carrasco,30.17750679111111,Age 39 — heightened decline risk,,39.0
Carlos Carrasco,30.17750679111111,Low projected PA/IP (injury/role concern),—,45.2
Scott Blewett,30.0771653,Low projected PA/IP (injury/role concern),—,44.1
Seth Halvorsen,29.313120430222224,Low projected PA/IP (injury/role concern),—,39.2
Genesis Cabrera,28.444706033333343,Low projected PA/IP (injury/role concern),—,42.2
Justin Slaten,28.297146453333333,Low projected PA/IP (injury/role concern),—,34.0
John King,28.206460300272227,Low projected PA/IP (injury/role concern),—,48.1
Erik Miller,28.200269679999995,Low projected PA/IP (injury/role concern),—,30.0
Max Kranick,27.929741991666663,Low projected PA/IP (injury/role concern),—,37.0
Andrew Chafin,27.887369937777787,Age 36 — heightened decline risk,,35.8
Andrew Chafin,27.887369937777787,Low projected PA/IP (injury/role concern),—,33.2
Hayden Wesneski,27.817502204799997,Low projected PA/IP (injury/role concern),—,32.0
A.J. Blubaugh,27.487912320000003,Low projected PA/IP (injury/role concern),—,32.0
Porter Hodge,27.451140639999995,Low projected PA/IP (injury/role concern),—,33.0
Daysbel Hernandez,27.063912699999996,Low projected PA/IP (injury/role concern),—,37.0
Jose Fermin,26.210235835911117,Low projected PA/IP (injury/role concern),—,34.1
Mick Abel,25.872088666666667,Low projected PA/IP (injury/role concern),—,39.0
Kyle Nicolas,25.805744790222228,Low projected PA/IP (injury/role concern),—,38.0
Caleb Boushley,25.620108812083334,Low projected PA/IP (injury/role concern),—,43.1
Kody Funderburk,25.534871139555555,Low projected PA/IP (injury/role concern),—,41.0
Zack Kelly,25.393513017600004,Low projected PA/IP (injury/role concern),—,35.1
John Curtiss,25.168876365555562,Low projected PA/IP (injury/role concern),—,36.2
Bubba Chandler,25.161757063933333,Low projected PA/IP (injury/role concern),—,31.1
Max Lazar,25.092942486266665,Low projected PA/IP (injury/role concern),—,41.1
Ryan Feltner,25.024049443555555,Low projected PA/IP (injury/role concern),—,30.1
Rico Garcia,24.98683448555556,Low projected PA/IP (injury/role concern),—,34.1
Carlos Hernandez,24.640343270000002,Low projected PA/IP (injury/role concern),—,43.1
Tommy Nance,24.584926634666672,Low projected PA/IP (injury/role concern),—,31.2
Tommy Nance,24.584926634666672,Age 35 — heightened decline risk,,35.0
Joey Lucchesi,24.19180273813334,Low projected PA/IP (injury/role concern),—,38.1
Michael Kelly,24.177695857777785,Low projected PA/IP (injury/role concern),—,39.2
Nic Enright,24.059264506666672,Low projected PA/IP (injury/role concern),—,31.0
Sam Long,23.465620795817784,Low projected PA/IP (injury/role concern),—,40.1
Ryan Borucki,22.302684444444445,Low projected PA/IP (injury/role concern),—,35.0
Rowdy Tellez,22.09575679524614,Low projected PA/IP (injury/role concern),—,57.4819
Angel Chivilli,21.99559325333334,Low projected PA/IP (injury/role concern),—,58.2
Chris Murphy,21.877741824000005,Low projected PA/IP (injury/role concern),—,34.2
Carson Seymour,21.771390880000002,Low projected PA/IP (injury/role concern),—,36.0
DL Hall,21.382356537333333,Low projected PA/IP (injury/role concern),—,38.2
Roki Sasaki,21.316816553333336,Low projected PA/IP (injury/role concern),—,36.1
George Soriano,21.29297498577778,Low projected PA/IP (injury/role concern),—,36.2
Yerry De Los Santos,21.152257280000004,Low projected PA/IP (injury/role concern),—,35.2
Elias Diaz,21.132524092439567,Age 35 — heightened decline risk,,35.4
Elias Diaz,21.132524092439567,Low projected PA/IP (injury/role concern),—,61.9431
Juan Morillo,20.760337288288888,Low projected PA/IP (injury/role concern),—,34.1
Nabil Crismatt,20.743155766666664,Low projected PA/IP (injury/role concern),—,34.0
Ryan Fernandez,20.09622029146667,Low projected PA/IP (injury/role concern),—,30.1
Yohan Ramirez,20.07213870506556,Low projected PA/IP (injury/role concern),—,33.1
Manuel Rodriguez,19.95871454173334,Low projected PA/IP (injury/role concern),—,30.1
Lyon Richardson,19.845206214400005,Low projected PA/IP (injury/role concern),—,37.2
Cam Booser,19.777952880000004,Low projected PA/IP (injury/role concern),—,31.0
Jose Castillo,19.367594666666665,Low projected PA/IP (injury/role concern),—,32.0
Shinnosuke Ogasawara,19.269421957511117,Low projected PA/IP (injury/role concern),—,38.2
Shawn Dubin,18.498057280000005,Low projected PA/IP (injury/role concern),—,33.2
Josh Simpson,18.37606557182222,Low projected PA/IP (injury/role concern),—,30.2
Brandon Waddell,17.95938754516667,Low projected PA/IP (injury/role concern),—,31.1
Wilmer Flores,17.829535750272605,Low projected PA/IP (injury/role concern),—,42.4336
Caden Dana,17.698059482133335,Low projected PA/IP (injury/role concern),—,32.1
Alek Jacob,17.60698594835556,Low projected PA/IP (injury/role concern),—,33.1
Matt Gage,17.580069,Low projected PA/IP (injury/role concern),—,31.0
Travis Adams,16.10829259520001,Low projected PA/IP (injury/role concern),—,33.2
Pierson Ohl,16.062210666666665,Low projected PA/IP (injury/role concern),—,30.0
Thomas Hatch,15.857080555555553,Low projected PA/IP (injury/role concern),—,34.0
Sawyer Gipson-Long,15.277995379461114,Low projected PA/IP (injury/role concern),—,31.1
Gunnar Hoglund,14.632777153333336,Low projected PA/IP (injury/role concern),—,32.1
Ryan Rolison,14.318834155888894,Low projected PA/IP (injury/role concern),—,42.1
Dylan Dodd,14.092490719999999,Low projected PA/IP (injury/role concern),—,35.0
Zach Agnos,13.277735965888892,Low projected PA/IP (injury/role concern),—,31.1
Dominic Smith,12.170435914146083,Low projected PA/IP (injury/role concern),—,1.0
Jake Woodford,10.125956778568892,Low projected PA/IP (injury/role concern),—,36.1
Anthony Molina,9.448421840000004,Low projected PA/IP (injury/role concern),—,34.2
Jose Herrera,9.294188167110786,Low projected PA/IP (injury/role concern),—,37.1502
Carson Palmquist,8.637284593666669,Low projected PA/IP (injury/role concern),—,34.1
Adam Mazur,7.854560413333333,Low projected PA/IP (injury/role concern),—,30.0
Bradley Blalock,5.782625253333338,Low projected PA/IP (injury/role concern),—,58.2
